編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,第三層級,資料量,下載次數,瀏覽次數,主要欄位
949,嘉義縣政府經濟發展處-業務項目-土壤液化專區-公告,嘉義縣政府,嘉義縣政府,,,,14,101,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
950,嘉義縣政府經濟發展處-業務項目-土壤液化專區-相關網站,嘉義縣政府,嘉義縣政府,,,,13,123,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
951,嘉義縣政府綜合規劃處-綜規處專區-嘉義縣低碳運具轉運中心-相關連結,嘉義縣政府,嘉義縣政府,,,,20,133,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
952,嘉義縣政府綜合規劃處-綜規處專區-社區規劃師駐地輔導計畫-相關新聞,嘉義縣政府,嘉義縣政府,,,,19,133,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
953,嘉義縣消防局106年度歲入來源別預算表,嘉義縣消防局,嘉義縣政府,消防局,,,26,118,科目(款、項、目、節、名稱及編號)、本年度預算數、上年度預算數、前年度決算數、本年度與上年度比較、說明及法令依據
954,嘉義縣消防局106年度歲出機關別預算表,嘉義縣消防局,嘉義縣政府,消防局,,,30,98,科目(款、項、目、節、名稱及編號)、本年度預算數、上年度預算數、前年度決算數、本年度與上年度比較、說明
955,106年社區複合式健康篩檢辦理場地及日期,嘉義縣政府,嘉義縣政府,,,,26,145,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
956,嘉義縣社區健康步道,嘉義縣政府,嘉義縣政府,,,,18,136,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
957,門診戒菸合約醫療院所,嘉義縣政府,嘉義縣政府,,,,20,122,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
958,高齡友善認證名單及認證日期名冊,嘉義縣政府,嘉義縣政府,,,,22,139,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
959,嘉義縣財政稅務局106年度施政計畫,嘉義縣財政稅務局,嘉義縣政府,財政稅務局,,,21,183,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
960,村里鄰戶數、人口數與戶籍動態登記數按性別、登記項目及區域分,嘉義縣政府,嘉義縣政府,,,,85,301,村里鄰戶數、人口數與戶籍動態登記數
961,現住人口數按性別及原住民身分分,嘉義縣政府,嘉義縣政府,,,,34,161,現住人口數、原住民
962,現住人口數按性別及年齡分,嘉義縣政府,嘉義縣政府,,,,104,230,現住人口數按性別及年齡分
963,現住原住民人口數按性別、年齡及原住民身分分,嘉義縣政府,嘉義縣政府,,,,48,182,現住原住民人口數按性別、年齡及原住民身分分
964,結婚人數按性別及原屬國籍（地區）分,嘉義縣政府,嘉義縣政府,,,,31,147,結婚人數按性別及原屬國籍分(地區)
965,離婚人數按性別及原屬國籍（地區）分,嘉義縣政府,嘉義縣政府,,,,32,98,離婚人數按性別及原屬國籍分(地區)
966,現住原住民人口數按性別、原住民身分及族別分,嘉義縣政府,嘉義縣政府,,,,35,177,現住原住民人口數按性別、原住民身分及族別分
967,嘉義縣觀光年曆,嘉義縣政府,嘉義縣政府,,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
968,使用牌照稅額表,嘉義縣財政稅務局,嘉義縣政府,財政稅務局,,,14,128,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
969,嘉義縣縣有基地換約續租申請書,嘉義縣財政稅務局,嘉義縣政府,財政稅務局,,,16,118,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
970,全功能櫃臺作業項目及應備證件項目,嘉義縣財政稅務局,嘉義縣政府,財政稅務局,,,17,156,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
971,嘉義縣殯儀館納骨堂設置概況-,嘉義縣政府,嘉義縣政府,,,,14,131,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
972,嘉義縣各鄉鎮市殯葬服務業許可(新版105)105.12.12,嘉義縣政府,嘉義縣政府,,,,13,98,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
973,嘉義縣各場域哺集乳室,嘉義縣衛生局,嘉義縣政府,衛生局,,,15,111,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
974,外國人健康檢查指定醫院,嘉義縣政府,嘉義縣政府,,,,12,128,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
975,嘉義縣立案護理機構名單,嘉義縣衛生局,嘉義縣政府,衛生局,,,18,111,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
976,嘉義縣流感抗病毒藥劑克流感合約醫療院所,嘉義縣政府,嘉義縣政府,,,,38,117,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
977,公費流感抗病毒藥劑擴大使用對象,嘉義縣政府,嘉義縣政府,,,,16,104,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
978,年度觀光年曆活動,嘉義縣文化觀光局,嘉義縣政府,文化觀光局,,,25,149,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
979,嘉義縣交通號誌及行人專用時相位置表,嘉義縣政府,嘉義縣政府,,,,20,185,鄉鎮市，編號，路段名稱，燈桿數，燈箱數形式，衛星，主控卡，副卡，通信卡，介面卡，輸出器，型號，狀況，備註
980,嘉義縣消防局各單位地址電話(106年),嘉義縣消防局,嘉義縣政府,消防局,,,16,95,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
981,嘉義縣消防局各單位座標位置(106年),嘉義縣消防局,嘉義縣政府,消防局,,,17,118,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
982,嘉義縣104年度火災調查統計-按火災次數按起火處所分,嘉義縣消防局,嘉義縣政府,消防局,,,17,105,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
983,嘉義縣104年度火災調查統計-按起火建築物分,嘉義縣消防局,嘉義縣政府,消防局,,,19,76,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
984,嘉義縣104年度火災調查統計-按火災次數分類及時間分,嘉義縣消防局,嘉義縣政府,消防局,,,18,104,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
985,嘉義縣社區心理衛生中心心理師資源,嘉義縣政府,嘉義縣政府,,,,17,108,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
986,嘉義縣104年度火災調查統計-按火災人員死傷財物損失分,嘉義縣消防局,嘉義縣政府,消防局,,,17,101,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
987,嘉義縣104年度火災調查統計-按火災次數按起火原因分,嘉義縣消防局,嘉義縣政府,消防局,,,17,90,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
988,嘉義縣轄內身心障礙者日間照顧及住宿式照顧合約機構一覽表,嘉義縣政府,嘉義縣政府,,,,16,120,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
989,嘉義縣消防局106年消防安全檢查重大不合格場所,嘉義縣消防局,嘉義縣政府,消防局,,,13,122,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
990,106新表-每年救護車設置現況,嘉義縣政府,嘉義縣政府,,,,20,138,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
991,嘉義縣設立-變更-歇業登記清冊,嘉義縣政府,嘉義縣政府,,,,56,151,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
992,嘉義縣醫療機構,嘉義縣政府,嘉義縣政府,,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
993,106年度嘉義縣衛生局指定本縣醫療機構開設身心障礙牙科服務門診,嘉義縣政府,嘉義縣政府,,,,19,95,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
994,嘉義地區精神復健機構及精神護理之家資源概況表,嘉義縣政府,嘉義縣政府,,,,25,147,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
995,嘉義地區精神醫療資源概況表,嘉義縣政府,嘉義縣政府,,,,15,111,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
996,104年度嘉義縣總決算,嘉義縣政府,嘉義縣政府,,,,,,總述、決算審核結果、最終審定數額表、其他附表、附錄
997,105年度嘉義縣參與藥事照護計畫藥事人員名單分組名單,嘉義縣政府,嘉義縣政府,,,,13,89,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
998,105年度阿里山嘉義菜名單,嘉義縣政府,嘉義縣政府,,,,20,129,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
999,105年餐廳評鑑管理分級評核通過之業者-早餐業,嘉義縣政府,嘉義縣政府,,,,32,210,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
1000,復查案件各項稅目處理辦結情形分析圖表,嘉義縣財政稅務局,嘉義縣政府,財政稅務局,,,15,112,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
1001,房屋標準單價表、耐用年數及折舊率標準表、用途類別及用途細類別對照表,嘉義縣財政稅務局,嘉義縣政府,財政稅務局,,,,,房屋標準單價表、耐用年數及折舊率標準表、用途類別及用途細類別對照表
1002,房屋標準單價表、耐用年數及折舊率標準表、用途類別及用途細類別對照表,嘉義縣政府,嘉義縣政府,,,,,,房屋標準單價表、耐用年數及折舊率標準表、用途類別及用途細類別對照表
1003,房屋標準單價表、耐用年數及折舊率標準表、房屋用途類別及用途細類別對照表,嘉義縣財政稅務局,嘉義縣政府,財政稅務局,,,141,375,房屋標準單價表、耐用年數及折舊率標準表、房屋用途類別及用途細類別對照表
1004,嘉義縣合法民宿資料庫,嘉義縣文化觀光局,嘉義縣政府,文化觀光局,,,69,392,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
1005,嘉義縣水上鄉樂活精緻養生產業發展計畫,嘉義縣政府,嘉義縣政府,,,,14,140,近年農業新時帶拓展，優質、無毒、健康養生概念暢行，本計畫將以水上為中心，藉由食串聯執行計畫，從一級農業、二級製造、三級服務業整合轉向體驗經濟，且塑造感官體驗與思維認同，抓住大眾注意力。並以感性與記憶孕育消費力，建立嘉義縣水上鄉優活養生鄉核心，從五色特色產品，結合純樸、自然生活生態環境，展現地方特色與樂活價值，實踐農特產品自身質量提升、產業產品食的獨特與與創造力、水上優活養生食品牌建立等次序，培養建立水上樂活精緻養生產業，並且達到吸引大眾接近、記憶水上之執行目的
1006,第20屆村里長名冊,嘉義縣政府,嘉義縣政府,,,,43,264,第20屆村里長名冊
1007,嘉義縣各村里活動中心資本資料表,嘉義縣政府,嘉義縣政府,,,,23,143,嘉義縣各村里活動中心資本資料表
1008,嘉義縣機車排氣檢驗站名冊,嘉義縣政府,嘉義縣政府,,,,16,115,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
1009,嘉義縣鹿草焚化廠,嘉義縣政府,嘉義縣政府,,,,18,125,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
1010,104年度公職人員財產申報中籤名單,嘉義縣政府,嘉義縣政府,,,,,,機關名稱、職稱、姓名、申報類別
1011,105年廉潔楷模名單,嘉義縣政府,嘉義縣政府,,,,8,136,機關(單位)、職稱、姓名
1012,104年度行政院人事行政總處地方行政研習中心暨嘉義縣政府人事處地方治理議題合作研究案,嘉義縣政府,嘉義縣政府,,,,7,131,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
1013,104年度嘉義縣總決算暨附屬單位決算及綜計表(營業部分與非營業部分)最終審定數額表,嘉義縣政府,嘉義縣政府,,,,5,127,總述、決算審核結果、最終審定數額表、其他附表、附錄
1016,嘉義縣政府防災資訊網-停班停課,嘉義縣政府,嘉義縣政府,,,,13,173,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
1017,嘉義縣政府防災資訊網-防災新聞,嘉義縣政府,嘉義縣政府,,,,4,116,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
1018,嘉義縣政府防災資訊網-警戒公告,嘉義縣政府,嘉義縣政府,,,,7,139,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
1019,嘉義縣政府防災資訊網-疏散收容,嘉義縣政府,嘉義縣政府,,,,4,55,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
1020,嘉義縣政府防災資訊網-交通運輸,嘉義縣政府,嘉義縣政府,,,,6,91,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
1021,嘉義縣政府防災資訊網-活動場館,嘉義縣政府,嘉義縣政府,,,,5,70,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
1022,嘉義縣政府防災資訊網-就醫資訊,嘉義縣政府,嘉義縣政府,,,,5,108,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
