編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,第三層級,資料量,下載次數,瀏覽次數,主要欄位
612,嘉義縣竹崎地政事務所-員工專區-人事專區-表單下載,嘉義縣竹崎地政事務所,嘉義縣政府,竹崎地政事務所,,,9,118,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
613,嘉義縣竹崎地政事務所-員工專區-人事專區-公告訊息,嘉義縣竹崎地政事務所,嘉義縣政府,竹崎地政事務所,,,12,136,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
614,嘉義縣竹崎地政事務所-員工專區-主計公佈欄,嘉義縣竹崎地政事務所,嘉義縣政府,竹崎地政事務所,,,9,131,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
615,嘉義縣竹崎地政事務所-便民服務-表單下載-常用表單下載,嘉義縣竹崎地政事務所,嘉義縣政府,竹崎地政事務所,,,10,128,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
616,嘉義縣竹崎地政事務所-便民服務-友善連結,嘉義縣竹崎地政事務所,嘉義縣政府,竹崎地政事務所,,,9,122,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
617,嘉義縣竹崎地政事務所-線上申辦,嘉義縣竹崎地政事務所,嘉義縣政府,竹崎地政事務所,,,15,128,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
618,嘉義縣竹崎地政事務所-便民服務-檔案應用-檔案應用申請,嘉義縣竹崎地政事務所,嘉義縣政府,竹崎地政事務所,,,9,183,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
619,嘉義縣竹崎地政事務所-政府公開資訊-中央法規及地方自治法規,嘉義縣竹崎地政事務所,嘉義縣政府,竹崎地政事務所,,,15,155,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
620,嘉義縣竹崎地政事務所- 解釋性規定及裁量基準(主動公開資訊),嘉義縣竹崎地政事務所,嘉義縣政府,竹崎地政事務所,,,9,155,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
621,嘉義縣竹崎地政事務所-政府公開資訊-組織職掌及聯絡,嘉義縣竹崎地政事務所,嘉義縣政府,竹崎地政事務所,,,9,122,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
622,嘉義縣竹崎地政事務所-政府公開資訊-行政指導文書,嘉義縣竹崎地政事務所,嘉義縣政府,竹崎地政事務所,,,9,329,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
623,嘉義縣竹崎地政事務所-政府公開資訊-施政計畫及業務統計,嘉義縣竹崎地政事務所,嘉義縣政府,竹崎地政事務所,,,9,124,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
624,嘉義縣竹崎地政事務所-政府公開資訊-預算與決算書,嘉義縣竹崎地政事務所,嘉義縣政府,竹崎地政事務所,,,15,136,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
625,嘉義縣竹崎地政事務所-政府公開資訊-個資保護專區,嘉義縣竹崎地政事務所,嘉義縣政府,竹崎地政事務所,,,12,147,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
626,嘉義縣竹崎地政事務所-政府公開資訊-請願處理結果與訴願決定,嘉義縣竹崎地政事務所,嘉義縣政府,竹崎地政事務所,,,11,160,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
627,嘉義縣竹崎地政事務所-政府公開資訊-公共工程與採購契約,嘉義縣竹崎地政事務所,嘉義縣政府,竹崎地政事務所,,,11,155,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
628,嘉義縣竹崎地政事務所-政府公開資訊-支付或接受補助,嘉義縣竹崎地政事務所,嘉義縣政府,竹崎地政事務所,,,12,137,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
629,嘉義縣竹崎地政事務所-政府公開資訊-合議制機關會議紀錄,嘉義縣竹崎地政事務所,嘉義縣政府,竹崎地政事務所,,,9,164,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
630,嘉義縣竹崎地政事務所-政府公開資訊-為民服務白皮書,嘉義縣竹崎地政事務所,嘉義縣政府,竹崎地政事務所,,,9,142,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
631,嘉義縣竹崎地政事務所-公告資訊-機關公告-地籍清理公告,嘉義縣竹崎地政事務所,嘉義縣政府,竹崎地政事務所,,,9,178,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
632,嘉義縣民雄戶政事務所-首頁快捷服務,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,12,155,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
633,嘉義縣民雄戶政事務所-首頁友站連結,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,6,141,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
634,嘉義縣民雄戶政事務所-申辦項目,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,10,148,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
635,嘉義縣民雄戶政事務所-便民服務-活動文宣,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,9,142,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
636,嘉義縣民雄戶政事務所-便民服務-QRcode服務專區,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,9,154,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
637,嘉義縣民雄戶政事務所-便民服務-表單下載,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,8,173,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
638,嘉義縣民雄戶政事務所-便民服務-檔案應用服務-閱覽申請書,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,12,197,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
639,嘉義縣民雄戶政事務所-便民服務-檔案應用服務-閱覽抄錄複製作業流程,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,9,152,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
640,嘉義縣民雄戶政事務所-人口統計-村里鄰人口數-民雄鄉村里鄰人口數,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,28,242,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
641,嘉義縣民雄戶政事務所-人口統計-戶籍登記人口數-民雄鄉戶籍登記人口數,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,22,616,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
642,嘉義縣民雄戶政事務所-人口統計-性別年齡層人口數-民雄鄉性別年齡層人口數,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,24,381,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
643,嘉義縣民雄戶政事務所-人口統計-原住民人口數-民雄鄉原住民人口數,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,17,242,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
644,嘉義縣民雄戶政事務所-人口統計-性別、年齡及教育程度統計-民雄鄉性別、年齡及教育程度統計,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,14,171,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
645,嘉義縣民雄戶政事務所-公佈欄-最新消息,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,10,141,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
646,嘉義縣民雄戶政事務所-公佈欄-影片專區,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,9,188,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
647,嘉義縣民雄戶政事務所-公佈欄-活動訊息,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,9,135,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
648,嘉義縣民雄戶政事務所-公佈欄-活動花絮,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,9,177,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
649,嘉義縣民雄戶政事務所-公佈欄-戶政新聞,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,11,162,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
650,嘉義縣民雄戶政事務所-法令規章-案例分享,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,4,142,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
651,嘉義縣民雄戶政事務所-法令規章-志工園地,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,12,155,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
652,嘉義縣民雄戶政事務所-法令規章-志工服務相關法規,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,8,155,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
653,嘉義縣民雄戶政事務所-國籍專區-國籍專區,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,9,137,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
654,嘉義縣民雄戶政事務所-國籍專區-國籍相關法規,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,9,158,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
655,嘉義縣民雄戶政事務所-政府公開資訊-中央法規及地方自治法規,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,9,160,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
656,嘉義縣民雄戶政事務所-政府公開資訊-解釋性規定及裁量基準,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,15,146,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
657,嘉義縣民雄戶政事務所-政府公開資訊-組織職掌與聯絡,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,15,162,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
658,嘉義縣民雄戶政事務所-政府公開資訊-施政計劃與業務統計,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,9,137,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
659,嘉義縣民雄戶政事務所-政府公開資訊-行政指導文書,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,10,127,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
660,嘉義縣民雄戶政事務所-政府公開資訊-預算及決算書,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,13,139,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
661,嘉義縣民雄戶政事務所-政府公開資訊-公共工程及採購契約,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,11,121,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
662,嘉義縣民雄戶政事務所-政府公開資訊-請願處理及訴願決定,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,9,129,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
663,嘉義縣民雄戶政事務所-政府公開資訊-支付或接受補助,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,9,122,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
664,嘉義縣民雄戶政事務所-政府公開資訊-合議制機關會議紀錄,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,12,138,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
665,嘉義縣民雄戶政事務所-民意交流-常見問答,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,12,187,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
666,嘉義縣民雄戶政事務所-留言板,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
667,嘉義縣民雄戶政事務所-民意交流-民眾陳情(抱怨)處理,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,16,181,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
668,嘉義縣民雄戶政事務所-網站連結-嘉義縣戶政事務所,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,9,190,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
669,嘉義縣民雄戶政事務所-網站連結-嘉義縣鄉鎮市公所,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,9,141,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
670,嘉義縣民雄戶政事務所-網站連結-嘉義縣政府所屬機關,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,9,184,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
671,嘉義縣民雄戶政事務所-網站連結-嘉義縣學校相關,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,9,124,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
672,嘉義縣民雄戶政事務所-網站導覽,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
673,嘉義縣民雄戶政事務所-人口統計-村里鄰人口數-大林鎮村里鄰人口數,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,11,475,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
674,嘉義縣民雄戶政事務所-人口統計-村里鄰人口數-溪口鄉村里鄰人口數,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,8,196,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
675,嘉義縣民雄戶政事務所-人口統計-村里鄰人口數-新港鄉村里鄰人口數,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,10,143,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
676,嘉義縣民雄戶政事務所-人口統計-戶籍登記人口數-大林鎮戶籍登記人口數,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,14,339,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
677,嘉義縣民雄戶政事務所-人口統計-戶籍登記人口數-溪口鄉戶籍登記人口數,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,9,219,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
678,嘉義縣民雄戶政事務所-人口統計-戶籍登記人口數-新港鄉戶籍登記人口數,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,10,312,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
679,嘉義縣民雄戶政事務所-人口統計-性別年齡層人口數-大林鎮性別年齡層人口數,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,9,202,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
680,嘉義縣民雄戶政事務所-人口統計-性別年齡層人口數-溪口鄉性別年齡層人口數,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,9,155,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
681,嘉義縣民雄戶政事務所-人口統計-性別年齡層人口數-新港鄉性別年齡層人口數,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,11,188,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
682,嘉義縣民雄戶政事務所-人口統計-原住民人口數-大林鎮原住民人口數,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,8,246,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
683,嘉義縣民雄戶政事務所-人口統計-原住民人口數-溪口鄉原住民人口數,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,17,156,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
684,嘉義縣民雄戶政事務所-人口統計-原住民人口數-新港鄉原住民人口數,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,12,175,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
685,嘉義縣民雄戶政事務所-人口統計-性別、年齡及教育程度統計-大林鎮性別、年齡及教育程度統計,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,14,174,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
686,嘉義縣民雄戶政事務所-人口統計-性別、年齡及教育程度統計-溪口鄉性別、年齡及教育程度統計,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,10,143,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
687,嘉義縣民雄戶政事務所-人口統計-性別、年齡及教育程度統計-新港鄉性別、年齡及教育程度統計,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,10,135,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
688,嘉義縣民雄戶政事務所-民雄線上預約服務,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
689,嘉義縣民雄戶政事務所-大林線上預約服務,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
690,嘉義縣民雄戶政事務所-溪口線上預約服務,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
691,嘉義縣民雄戶政事務所-新港線上預約服務,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
692,嘉義縣大林地政事務所-公告資訊-最新消息,嘉義縣大林地政事務所,嘉義縣政府,大林地政事務所,,,24,210,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
693,嘉義縣大林地政事務所-公告資訊-法規新訊,嘉義縣大林地政事務所,嘉義縣政府,大林地政事務所,,,14,165,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
694,嘉義縣大林地政事務所-公告資訊-機關公告-書狀補給案件公告,嘉義縣大林地政事務所,嘉義縣政府,大林地政事務所,,,22,163,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
695,嘉義縣大林地政事務所-公告資訊-機關公告-建物第一次登記公告,嘉義縣大林地政事務所,嘉義縣政府,大林地政事務所,,,15,178,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
696,嘉義縣大林地政事務所-公告資訊-機關公告-土地第一次登記公告,嘉義縣大林地政事務所,嘉義縣政府,大林地政事務所,,,13,159,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
697,嘉義縣大林地政事務所-公告資訊-招標公告,嘉義縣大林地政事務所,嘉義縣政府,大林地政事務所,,,9,144,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
698,嘉義縣大林地政事務所-公告資訊-機關徵才,嘉義縣大林地政事務所,嘉義縣政府,大林地政事務所,,,9,285,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
699,嘉義縣大林地政事務所-公告資訊-youtube影片專區,嘉義縣大林地政事務所,嘉義縣政府,大林地政事務所,,,10,134,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
700,嘉義縣大林地政事務所-公告資訊-活動花絮,嘉義縣大林地政事務所,嘉義縣政府,大林地政事務所,,,9,149,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
701,嘉義縣大林地政事務所-便民服務-政策專區-未辦繼承專區,嘉義縣大林地政事務所,嘉義縣政府,大林地政事務所,,,15,254,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
702,嘉義縣大林地政事務所-便民服務-友善連結,嘉義縣大林地政事務所,嘉義縣政府,大林地政事務所,,,9,183,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
703,嘉義縣大林地政事務所-員工專區-人事專區-表單下載,嘉義縣大林地政事務所,嘉義縣政府,大林地政事務所,,,11,260,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
704,嘉義縣大林地政事務所-員工專區-人事專區-公告訊息,嘉義縣大林地政事務所,嘉義縣政府,大林地政事務所,,,9,218,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
705,嘉義縣大林地政事務所-員工專區-政風專區-政風宣導,嘉義縣大林地政事務所,嘉義縣政府,大林地政事務所,,,11,246,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
706,嘉義縣大林地政事務所-活動報名,嘉義縣大林地政事務所,嘉義縣政府,大林地政事務所,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
707,嘉義縣大林地政事務所-網站導覽,嘉義縣大林地政事務所,嘉義縣政府,大林地政事務所,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
708,嘉義縣大林地政事務所-便民服務-申辦案件服務-其他表單下載,嘉義縣大林地政事務所,嘉義縣政府,大林地政事務所,,,9,134,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
709,嘉義縣朴子地政事務所-公告資訊-最新消息,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,14,185,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
710,嘉義縣朴子地政事務所-公告資訊-機關公告-書狀補給公告,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,11,148,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
